id,transaction_id,item,item_category,quantity,price_per_unit,total_spent,spending_category,payment_method,payment_type,location,transaction_date,transaction_month,transaction_day,day_type
6752,TXN_9691364,Cookie,Dessert,3,1,3.00,Low,"Credit Card",Electronic,In-store,2023-03-02,March,Thursday,Weekday
6753,TXN_1192970,Coffee,Drink,2,2,4.00,Low,"Digital Wallet",Electronic,Takeaway,2023-06-17,June,Saturday,Weekend
6754,TXN_4688280,Unknown,Unknown,1,1.5,1.50,Low,Unknown,Unknown,Unknown,2023-02-16,February,Thursday,Weekday
6755,TXN_7645464,Tea,Drink,5,1.5,7.50,Medium,Cash,Cash,Takeaway,2023-08-17,August,Thursday,Weekday
6756,TXN_1770648,Sandwich,Food,4,4,16.00,High,"Credit Card",Electronic,Unknown,2023-09-30,September,Saturday,Weekend
6757,TXN_4205860,Salad,Food,5,5,25.00,High,Unknown,Unknown,Unknown,2023-09-10,September,Sunday,Weekend
6758,TXN_1524602,Unknown,Unknown,3,2,6.00,Medium,Cash,Cash,Takeaway,2023-05-11,May,Thursday,Weekday
6759,TXN_9495855,Juice,Drink,2,3,6.00,Medium,Cash,Cash,In-store,2023-04-18,April,Tuesday,Weekday
6761,TXN_5712248,Sandwich,Food,5,4,20.00,High,Unknown,Unknown,Takeaway,2023-03-02,March,Thursday,Weekday
6762,TXN_2602732,Salad,Food,4,5,20.00,High,"Digital Wallet",Electronic,Unknown,2023-06-09,June,Friday,Weekday
6763,TXN_4582966,Juice,Drink,2,3,6.00,Medium,Unknown,Unknown,Unknown,2023-10-28,October,Saturday,Weekend
6764,TXN_5132482,Juice,Drink,2,3,6.00,Medium,"Digital Wallet",Electronic,In-store,2023-12-21,December,Thursday,Weekday
6765,TXN_4203885,Tea,Drink,3,1.5,4.50,Low,Cash,Cash,Unknown,2023-05-11,May,Thursday,Weekday
6766,TXN_3281605,Unknown,Unknown,1,1.5,1.50,Low,Unknown,Unknown,Takeaway,2023-07-27,July,Thursday,Weekday
6767,TXN_1887083,Juice,Drink,1,3,3.00,Low,"Digital Wallet",Electronic,Unknown,2023-05-05,May,Friday,Weekday
6768,TXN_9969836,Cookie,Dessert,5,1,5.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-04-06,April,Thursday,Weekday
6769,TXN_5602640,Smoothie,Drink,5,4,20.00,High,Unknown,Unknown,Takeaway,2023-04-01,April,Saturday,Weekend
6770,TXN_7938279,Tea,Drink,3,1.5,4.50,Low,Cash,Cash,Takeaway,2023-03-17,March,Friday,Weekday
6771,TXN_8285410,Coffee,Drink,4,2,8.00,Medium,"Credit Card",Electronic,Unknown,2023-09-10,September,Sunday,Weekend
6772,TXN_8712307,Unknown,Unknown,5,3,15.00,High,Cash,Cash,In-store,2023-04-10,April,Monday,Weekday
6773,TXN_6687699,Salad,Food,4,5,20.00,High,Cash,Cash,In-store,2023-09-11,September,Monday,Weekday
6774,TXN_8595386,Cookie,Dessert,4,1,4.00,Low,"Credit Card",Electronic,Unknown,2023-08-04,August,Friday,Weekday
6775,TXN_2390146,Coffee,Drink,3,2,6.00,Medium,Unknown,Unknown,Unknown,2023-06-24,June,Saturday,Weekend
6776,TXN_6398450,Tea,Drink,2,1.5,3.00,Low,"Digital Wallet",Electronic,In-store,2023-11-19,November,Sunday,Weekend
6777,TXN_9478033,Cake,Dessert,2,3,6.00,Medium,Unknown,Unknown,In-store,2023-04-08,April,Saturday,Weekend
6778,TXN_3042552,Unknown,Unknown,1,3,3.00,Low,Cash,Cash,Unknown,2023-09-08,September,Friday,Weekday
6779,TXN_8546777,Cake,Dessert,4,3,12.00,Medium,Unknown,Unknown,In-store,2023-03-16,March,Thursday,Weekday
6780,TXN_7084298,Cake,Dessert,3,3,9.00,Medium,Unknown,Unknown,Takeaway,2023-02-18,February,Saturday,Weekend
6781,TXN_6433362,Cookie,Dessert,2,1,2.00,Low,Cash,Cash,In-store,2023-12-07,December,Thursday,Weekday
6782,TXN_8384428,Cookie,Dessert,1,1,1.00,Low,"Digital Wallet",Electronic,In-store,2023-08-11,August,Friday,Weekday
6783,TXN_6541329,Cookie,Dessert,2,1,2.00,Low,Cash,Cash,Takeaway,2023-09-28,September,Thursday,Weekday
6784,TXN_7667139,Sandwich,Food,3,4,12.00,Medium,"Credit Card",Electronic,Takeaway,2023-12-05,December,Tuesday,Weekday
6785,TXN_4991594,Smoothie,Drink,2,4,8.00,Medium,"Credit Card",Electronic,In-store,2023-12-08,December,Friday,Weekday
6786,TXN_1268811,Salad,Food,1,5,5.00,Medium,Unknown,Unknown,Unknown,2023-01-04,January,Wednesday,Weekday
6787,TXN_9016451,Cookie,Dessert,3,1,3.00,Low,Unknown,Unknown,Unknown,2023-10-16,October,Monday,Weekday
6789,TXN_3516296,Sandwich,Food,3,4,12.00,Medium,Unknown,Unknown,In-store,2023-05-29,May,Monday,Weekday
6790,TXN_5056808,Juice,Drink,1,3,3.00,Low,"Credit Card",Electronic,Unknown,2023-02-25,February,Saturday,Weekend
6791,TXN_9464961,Sandwich,Food,4,4,16.00,High,Cash,Cash,In-store,2023-11-23,November,Thursday,Weekday
6792,TXN_9191048,Cake,Dessert,5,3,15.00,High,"Digital Wallet",Electronic,Unknown,2023-09-18,September,Monday,Weekday
6793,TXN_7445257,Coffee,Drink,1,2,2.00,Low,Unknown,Unknown,Unknown,2023-04-02,April,Sunday,Weekend
6794,TXN_3272613,Cookie,Dessert,2,1,2.00,Low,Cash,Cash,Unknown,2023-03-30,March,Thursday,Weekday
6795,TXN_4463677,Salad,Food,5,5,25.00,High,"Digital Wallet",Electronic,In-store,2023-02-27,February,Monday,Weekday
6796,TXN_3690903,Coffee,Drink,3,2,6.00,Medium,Unknown,Unknown,In-store,2023-10-22,October,Sunday,Weekend
6797,TXN_4886990,Salad,Food,3,5,15.00,High,Unknown,Unknown,Takeaway,2023-12-17,December,Sunday,Weekend
6798,TXN_1938413,Smoothie,Drink,4,4,16.00,High,"Digital Wallet",Electronic,Unknown,2023-04-01,April,Saturday,Weekend
6799,TXN_4962147,Cake,Dessert,2,3,6.00,Medium,Unknown,Unknown,Unknown,2023-02-07,February,Tuesday,Weekday
6800,TXN_1396019,Coffee,Drink,4,2,8.00,Medium,Cash,Cash,In-store,2023-12-03,December,Sunday,Weekend
6801,TXN_5575420,Smoothie,Drink,3,4,12.00,Medium,Unknown,Unknown,In-store,2023-06-26,June,Monday,Weekday
6802,TXN_6989000,Tea,Drink,2,1.5,3.00,Low,Unknown,Unknown,Takeaway,2023-02-24,February,Friday,Weekday
6804,TXN_4811225,Tea,Drink,5,1.5,7.50,Medium,Cash,Cash,Takeaway,2023-11-01,November,Wednesday,Weekday
6805,TXN_3628566,Coffee,Drink,5,2,10.00,Medium,Unknown,Unknown,Unknown,2023-08-17,August,Thursday,Weekday
6806,TXN_2193333,Coffee,Drink,4,2,8.00,Medium,Unknown,Unknown,Takeaway,2023-07-21,July,Friday,Weekday
6807,TXN_5297746,Coffee,Drink,3,2,6.00,Medium,"Credit Card",Electronic,In-store,2023-07-11,July,Tuesday,Weekday
6808,TXN_4564220,Tea,Drink,1,1.5,1.50,Low,"Digital Wallet",Electronic,Takeaway,2023-05-09,May,Tuesday,Weekday
6809,TXN_5230719,Cake,Dessert,5,3,15.00,High,"Credit Card",Electronic,Unknown,2023-03-23,March,Thursday,Weekday
6810,TXN_5414186,Smoothie,Drink,1,4,4.00,Low,"Credit Card",Electronic,Takeaway,2023-04-24,April,Monday,Weekday
6811,TXN_9244886,Coffee,Drink,1,2,2.00,Low,Unknown,Unknown,Takeaway,2023-02-09,February,Thursday,Weekday
6812,TXN_1740742,Tea,Drink,4,1.5,6.00,Medium,"Digital Wallet",Electronic,In-store,2023-10-06,October,Friday,Weekday
6813,TXN_8145813,Juice,Drink,4,3,12.00,Medium,"Digital Wallet",Electronic,In-store,2023-02-10,February,Friday,Weekday
6814,TXN_2547084,Sandwich,Food,1,4,4.00,Low,Cash,Cash,Unknown,2023-12-16,December,Saturday,Weekend
6815,TXN_4179797,Tea,Drink,2,1.5,3.00,Low,Unknown,Unknown,Unknown,2023-11-06,November,Monday,Weekday
6816,TXN_8879936,Cake,Dessert,5,3,15.00,High,Unknown,Unknown,Takeaway,2023-07-25,July,Tuesday,Weekday
6817,TXN_7485379,Juice,Drink,1,3,3.00,Low,"Credit Card",Electronic,Unknown,2023-03-27,March,Monday,Weekday
6818,TXN_1605677,Tea,Drink,5,1.5,7.50,Medium,Unknown,Unknown,Unknown,2023-01-15,January,Sunday,Weekend
6819,TXN_3171150,Unknown,Unknown,1,3,3.00,Low,"Digital Wallet",Electronic,Unknown,2023-02-06,February,Monday,Weekday
6820,TXN_6070787,Sandwich,Food,3,4,12.00,Medium,Unknown,Unknown,In-store,2023-02-26,February,Sunday,Weekend
6822,TXN_1236759,Coffee,Drink,1,2,2.00,Low,"Credit Card",Electronic,In-store,2023-01-26,January,Thursday,Weekday
6823,TXN_3801485,Coffee,Drink,5,2,10.00,Medium,"Credit Card",Electronic,In-store,2023-11-10,November,Friday,Weekday
6825,TXN_2312908,Coffee,Drink,3,2,6.00,Medium,Cash,Cash,In-store,2023-02-07,February,Tuesday,Weekday
6826,TXN_7196144,Smoothie,Drink,3,4,12.00,Medium,Unknown,Unknown,Unknown,2023-03-28,March,Tuesday,Weekday
6827,TXN_6826342,Unknown,Unknown,2,3,6.00,Medium,"Credit Card",Electronic,Unknown,2023-03-30,March,Thursday,Weekday
6828,TXN_3981406,Salad,Food,4,5,20.00,High,Unknown,Unknown,Unknown,2023-04-17,April,Monday,Weekday
6829,TXN_3620213,Coffee,Drink,2,2,4.00,Low,"Credit Card",Electronic,In-store,2023-09-09,September,Saturday,Weekend
6830,TXN_2152054,Cake,Dessert,2,3,6.00,Medium,"Digital Wallet",Electronic,Unknown,2023-05-11,May,Thursday,Weekday
6831,TXN_9339037,Cookie,Dessert,2,1,2.00,Low,Unknown,Unknown,Takeaway,2023-07-21,July,Friday,Weekday
6832,TXN_1556480,Tea,Drink,5,1.5,7.50,Medium,Unknown,Unknown,Unknown,2023-02-06,February,Monday,Weekday
6833,TXN_7308629,Salad,Food,4,5,20.00,High,Unknown,Unknown,Takeaway,2023-11-24,November,Friday,Weekday
6834,TXN_3009994,Unknown,Unknown,5,1,5.00,Medium,"Credit Card",Electronic,In-store,2023-09-13,September,Wednesday,Weekday
6835,TXN_9407636,Smoothie,Drink,4,4,16.00,High,Cash,Cash,Unknown,2023-10-01,October,Sunday,Weekend
6836,TXN_5504130,Cake,Dessert,3,3,9.00,Medium,Unknown,Unknown,Unknown,2023-06-24,June,Saturday,Weekend
6837,TXN_4755860,Juice,Drink,5,3,15.00,High,"Digital Wallet",Electronic,In-store,2023-10-28,October,Saturday,Weekend
6838,TXN_7153455,Coffee,Drink,4,2,8.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-07-02,July,Sunday,Weekend
6839,TXN_6118079,Coffee,Drink,1,2,2.00,Low,Unknown,Unknown,Takeaway,2023-07-01,July,Saturday,Weekend
6840,TXN_8821579,Smoothie,Drink,4,4,16.00,High,Unknown,Unknown,Takeaway,2023-12-06,December,Wednesday,Weekday
6841,TXN_6415784,Salad,Food,3,5,15.00,High,Unknown,Unknown,Unknown,2023-08-16,August,Wednesday,Weekday
6842,TXN_6873127,Cookie,Dessert,1,1,1.00,Low,Unknown,Unknown,In-store,2023-02-02,February,Thursday,Weekday
6843,TXN_1755817,Salad,Food,5,5,25.00,High,"Digital Wallet",Electronic,Takeaway,2023-07-17,July,Monday,Weekday
6844,TXN_9923952,Cookie,Dessert,4,1,4.00,Low,Unknown,Unknown,Takeaway,2023-08-08,August,Tuesday,Weekday
6846,TXN_7383137,Coffee,Drink,2,2,4.00,Low,"Credit Card",Electronic,In-store,2023-12-02,December,Saturday,Weekend
6847,TXN_2090061,Smoothie,Drink,4,4,16.00,High,Unknown,Unknown,Unknown,2023-06-23,June,Friday,Weekday
6848,TXN_4766317,Cookie,Dessert,2,1,2.00,Low,Unknown,Unknown,Takeaway,2023-09-23,September,Saturday,Weekend
6849,TXN_8128656,Smoothie,Drink,5,4,20.00,High,Unknown,Unknown,In-store,2023-04-24,April,Monday,Weekday
6850,TXN_6335297,Cake,Dessert,3,3,9.00,Medium,Unknown,Unknown,Unknown,2023-10-16,October,Monday,Weekday
6851,TXN_6714749,Sandwich,Food,1,4,4.00,Low,"Credit Card",Electronic,Takeaway,2023-08-02,August,Wednesday,Weekday
6852,TXN_9334593,Sandwich,Food,3,4,12.00,Medium,Cash,Cash,Unknown,2023-04-23,April,Sunday,Weekend
6854,TXN_2441029,Cake,Dessert,5,3,15.00,High,Cash,Cash,In-store,2023-05-18,May,Thursday,Weekday
6855,TXN_8099424,Cake,Dessert,4,3,12.00,Medium,Unknown,Unknown,Takeaway,2023-04-02,April,Sunday,Weekend
6856,TXN_4801947,Juice,Drink,1,3,3.00,Low,"Digital Wallet",Electronic,Takeaway,2023-01-01,January,Sunday,Weekend
6857,TXN_5103036,Juice,Drink,2,3,6.00,Medium,Unknown,Unknown,Takeaway,2023-12-04,December,Monday,Weekday
6858,TXN_4323120,Coffee,Drink,5,2,10.00,Medium,Unknown,Unknown,Unknown,2023-08-29,August,Tuesday,Weekday
6859,TXN_6013024,Juice,Drink,3,3,9.00,Medium,"Credit Card",Electronic,Takeaway,2023-09-06,September,Wednesday,Weekday
6860,TXN_5947264,Salad,Food,1,5,5.00,Medium,Unknown,Unknown,In-store,2023-03-07,March,Tuesday,Weekday
6861,TXN_8065852,Sandwich,Food,1,4,4.00,Low,"Credit Card",Electronic,In-store,2023-07-17,July,Monday,Weekday
6862,TXN_9072628,Salad,Food,4,5,20.00,High,"Digital Wallet",Electronic,Unknown,2023-12-29,December,Friday,Weekday
6863,TXN_2035283,Unknown,Unknown,3,4,12.00,Medium,Unknown,Unknown,Unknown,2023-01-14,January,Saturday,Weekend
6864,TXN_8282744,Tea,Drink,2,1.5,3.00,Low,Unknown,Unknown,Takeaway,2023-06-16,June,Friday,Weekday
6865,TXN_3695238,Salad,Food,5,5,25.00,High,Cash,Cash,Takeaway,2023-04-20,April,Thursday,Weekday
6866,TXN_2547156,Cookie,Dessert,3,1,3.00,Low,"Digital Wallet",Electronic,Takeaway,2023-08-18,August,Friday,Weekday
6867,TXN_5724548,Cake,Dessert,5,3,15.00,High,Unknown,Unknown,Unknown,2023-08-12,August,Saturday,Weekend
6868,TXN_8621278,Salad,Food,2,5,10.00,Medium,Cash,Cash,Takeaway,2023-02-01,February,Wednesday,Weekday
6869,TXN_3521791,Coffee,Drink,1,2,2.00,Low,Unknown,Unknown,Takeaway,2023-06-11,June,Sunday,Weekend
6870,TXN_2616353,Smoothie,Drink,3,4,12.00,Medium,Cash,Cash,Takeaway,2023-06-24,June,Saturday,Weekend
6871,TXN_2678484,Coffee,Drink,1,2,2.00,Low,Unknown,Unknown,Unknown,2023-03-27,March,Monday,Weekday
6872,TXN_3608237,Salad,Food,1,5,5.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-11-26,November,Sunday,Weekend
6873,TXN_6696619,Cake,Dessert,3,3,9.00,Medium,Unknown,Unknown,Takeaway,2023-03-19,March,Sunday,Weekend
6874,TXN_2423167,Cake,Dessert,3,3,9.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-06-29,June,Thursday,Weekday
6875,TXN_2734718,Tea,Drink,2,1.5,3.00,Low,Unknown,Unknown,Unknown,2023-08-16,August,Wednesday,Weekday
6877,TXN_8241649,Tea,Drink,5,1.5,7.50,Medium,Unknown,Unknown,Unknown,2023-03-15,March,Wednesday,Weekday
6878,TXN_6695451,Salad,Food,1,5,5.00,Medium,"Credit Card",Electronic,Unknown,2023-07-28,July,Friday,Weekday
6879,TXN_6125646,Cookie,Dessert,2,1,2.00,Low,Unknown,Unknown,Unknown,2023-06-12,June,Monday,Weekday
6880,TXN_6098702,Coffee,Drink,3,2,6.00,Medium,"Credit Card",Electronic,Unknown,2023-10-15,October,Sunday,Weekend
6881,TXN_8639973,Cookie,Dessert,5,1,5.00,Medium,Unknown,Unknown,Unknown,2023-07-06,July,Thursday,Weekday
6882,TXN_2010507,Cake,Dessert,3,3,9.00,Medium,Unknown,Unknown,Unknown,2023-05-23,May,Tuesday,Weekday
6883,TXN_1349640,Juice,Drink,2,3,6.00,Medium,"Credit Card",Electronic,In-store,2023-06-17,June,Saturday,Weekend
6884,TXN_1390754,Cake,Dessert,2,3,6.00,Medium,Unknown,Unknown,Takeaway,2023-11-08,November,Wednesday,Weekday
6885,TXN_3719842,Cake,Dessert,3,3,9.00,Medium,Cash,Cash,Unknown,2023-05-05,May,Friday,Weekday
6886,TXN_4925291,Smoothie,Drink,2,4,8.00,Medium,"Digital Wallet",Electronic,Unknown,2023-09-22,September,Friday,Weekday
6887,TXN_3863940,Salad,Food,2,5,10.00,Medium,Unknown,Unknown,Unknown,2023-06-18,June,Sunday,Weekend
6888,TXN_8345383,Tea,Drink,5,1.5,7.50,Medium,Unknown,Unknown,Takeaway,2023-10-14,October,Saturday,Weekend
6889,TXN_9660030,Cake,Dessert,5,3,15.00,High,"Credit Card",Electronic,In-store,2023-11-24,November,Friday,Weekday
6890,TXN_3910293,Cake,Dessert,4,3,12.00,Medium,Cash,Cash,In-store,2023-01-30,January,Monday,Weekday
6891,TXN_9649503,Cake,Dessert,1,3,3.00,Low,"Credit Card",Electronic,Takeaway,2023-01-02,January,Monday,Weekday
6892,TXN_4696969,Salad,Food,1,5,5.00,Medium,"Credit Card",Electronic,Unknown,2023-09-29,September,Friday,Weekday
6893,TXN_6618160,Tea,Drink,5,1.5,7.50,Medium,Cash,Cash,Takeaway,2023-03-13,March,Monday,Weekday
6894,TXN_4568379,Cookie,Dessert,3,1,3.00,Low,"Digital Wallet",Electronic,In-store,2023-05-28,May,Sunday,Weekend
6895,TXN_9121241,Sandwich,Food,5,4,20.00,High,Unknown,Unknown,Takeaway,2023-03-18,March,Saturday,Weekend
6896,TXN_8745942,Cookie,Dessert,3,1,3.00,Low,Cash,Cash,Unknown,2023-05-03,May,Wednesday,Weekday
6897,TXN_4419474,Juice,Drink,2,3,6.00,Medium,Unknown,Unknown,In-store,2023-02-04,February,Saturday,Weekend
6899,TXN_5639485,Cookie,Dessert,3,1,3.00,Low,"Credit Card",Electronic,Unknown,2023-07-02,July,Sunday,Weekend
6900,TXN_2496907,Coffee,Drink,2,2,4.00,Low,"Credit Card",Electronic,Unknown,2023-11-28,November,Tuesday,Weekday
6901,TXN_9997263,Cookie,Dessert,2,1,2.00,Low,Unknown,Unknown,Unknown,2023-03-05,March,Sunday,Weekend
6902,TXN_3043371,Smoothie,Drink,1,4,4.00,Low,Unknown,Unknown,Unknown,2023-12-04,December,Monday,Weekday
6903,TXN_3912440,Tea,Drink,2,1.5,3.00,Low,Unknown,Unknown,In-store,2023-05-21,May,Sunday,Weekend
6904,TXN_4590013,Tea,Drink,5,1.5,7.50,Medium,Cash,Cash,Takeaway,2023-04-19,April,Wednesday,Weekday
6905,TXN_5909816,Juice,Drink,5,3,15.00,High,Cash,Cash,Takeaway,2023-09-19,September,Tuesday,Weekday
6906,TXN_2687149,Coffee,Drink,5,2,10.00,Medium,Unknown,Unknown,Unknown,2023-03-24,March,Friday,Weekday
6907,TXN_4276702,Unknown,Unknown,1,1,1.00,Low,"Credit Card",Electronic,In-store,2023-11-17,November,Friday,Weekday
6908,TXN_9240476,Coffee,Drink,5,2,10.00,Medium,Unknown,Unknown,Unknown,2023-04-29,April,Saturday,Weekend
6909,TXN_9461980,Salad,Food,1,5,5.00,Medium,"Credit Card",Electronic,In-store,2023-04-14,April,Friday,Weekday
6910,TXN_9752207,Sandwich,Food,4,4,16.00,High,Unknown,Unknown,In-store,2023-10-15,October,Sunday,Weekend
6911,TXN_7657615,Juice,Drink,3,3,9.00,Medium,"Credit Card",Electronic,Unknown,2023-07-17,July,Monday,Weekday
6912,TXN_2457961,Coffee,Drink,2,2,4.00,Low,"Credit Card",Electronic,In-store,2023-06-08,June,Thursday,Weekday
6913,TXN_4020074,Cookie,Dessert,3,1,3.00,Low,Unknown,Unknown,Unknown,2023-03-01,March,Wednesday,Weekday
6914,TXN_7223850,Salad,Food,2,5,10.00,Medium,"Credit Card",Electronic,Unknown,2023-02-05,February,Sunday,Weekend
6915,TXN_8942747,Cookie,Dessert,5,1,5.00,Medium,Unknown,Unknown,Takeaway,2023-12-14,December,Thursday,Weekday
6916,TXN_6494145,Cookie,Dessert,2,1,2.00,Low,Cash,Cash,Unknown,2023-08-18,August,Friday,Weekday
6917,TXN_3902815,Juice,Drink,5,3,15.00,High,Unknown,Unknown,Unknown,2023-06-28,June,Wednesday,Weekday
6918,TXN_5421917,Tea,Drink,5,1.5,7.50,Medium,Unknown,Unknown,Unknown,2023-05-03,May,Wednesday,Weekday
6920,TXN_2142941,Cookie,Dessert,5,1,5.00,Medium,"Digital Wallet",Electronic,Unknown,2023-11-03,November,Friday,Weekday
6921,TXN_6218380,Cookie,Dessert,4,1,4.00,Low,Cash,Cash,In-store,2023-02-07,February,Tuesday,Weekday
6922,TXN_3812053,Coffee,Drink,5,2,10.00,Medium,Unknown,Unknown,In-store,2023-04-03,April,Monday,Weekday
6923,TXN_3839691,Coffee,Drink,4,2,8.00,Medium,"Credit Card",Electronic,In-store,2023-02-13,February,Monday,Weekday
6924,TXN_2405666,Unknown,Unknown,2,3,6.00,Medium,Cash,Cash,Takeaway,2023-04-20,April,Thursday,Weekday
6925,TXN_4030181,Smoothie,Drink,5,4,20.00,High,"Credit Card",Electronic,Unknown,2023-09-20,September,Wednesday,Weekday
6926,TXN_8437195,Cake,Dessert,1,3,3.00,Low,Cash,Cash,Unknown,2023-12-10,December,Sunday,Weekend
6927,TXN_4866254,Salad,Food,4,5,20.00,High,Cash,Cash,Unknown,2023-03-18,March,Saturday,Weekend
6928,TXN_4125871,Juice,Drink,4,3,12.00,Medium,Unknown,Unknown,Unknown,2023-12-16,December,Saturday,Weekend
6929,TXN_8935781,Coffee,Drink,2,2,4.00,Low,Unknown,Unknown,Unknown,2023-09-10,September,Sunday,Weekend
6930,TXN_3880494,Sandwich,Food,4,4,16.00,High,Cash,Cash,Takeaway,2023-12-17,December,Sunday,Weekend
6931,TXN_1664563,Smoothie,Drink,3,4,12.00,Medium,Cash,Cash,Unknown,2023-04-28,April,Friday,Weekday
6932,TXN_7102166,Coffee,Drink,4,2,8.00,Medium,Unknown,Unknown,Unknown,2023-12-08,December,Friday,Weekday
6933,TXN_2559020,Cake,Dessert,1,3,3.00,Low,"Digital Wallet",Electronic,Takeaway,2023-07-20,July,Thursday,Weekday
6934,TXN_9320353,Salad,Food,5,5,25.00,High,Cash,Cash,In-store,2023-01-10,January,Tuesday,Weekday
6935,TXN_2002730,Smoothie,Drink,2,4,8.00,Medium,Unknown,Unknown,Takeaway,2023-09-27,September,Wednesday,Weekday
6936,TXN_2208949,Cake,Dessert,4,3,12.00,Medium,Cash,Cash,Takeaway,2023-08-05,August,Saturday,Weekend
6937,TXN_8837015,Juice,Drink,3,3,9.00,Medium,"Credit Card",Electronic,In-store,2023-06-11,June,Sunday,Weekend
6938,TXN_9815454,Juice,Drink,5,3,15.00,High,"Digital Wallet",Electronic,Unknown,2023-12-05,December,Tuesday,Weekday
6939,TXN_8607376,Coffee,Drink,5,2,10.00,Medium,Cash,Cash,In-store,2023-06-13,June,Tuesday,Weekday
6940,TXN_1856538,Coffee,Drink,3,2,6.00,Medium,Cash,Cash,Unknown,2023-11-01,November,Wednesday,Weekday
6941,TXN_9662827,Tea,Drink,1,1.5,1.50,Low,Unknown,Unknown,Unknown,2023-09-30,September,Saturday,Weekend
6942,TXN_6806968,Cookie,Dessert,4,1,4.00,Low,Cash,Cash,Takeaway,2023-07-03,July,Monday,Weekday
6943,TXN_5858713,Cookie,Dessert,2,1,2.00,Low,"Credit Card",Electronic,In-store,2023-03-05,March,Sunday,Weekend
6944,TXN_2933439,Salad,Food,4,5,20.00,High,"Digital Wallet",Electronic,Unknown,2023-04-14,April,Friday,Weekday
6945,TXN_9579691,Cookie,Dessert,5,1,5.00,Medium,"Credit Card",Electronic,In-store,2023-01-16,January,Monday,Weekday
6946,TXN_3751420,Sandwich,Food,5,4,20.00,High,Unknown,Unknown,Takeaway,2023-11-20,November,Monday,Weekday
6947,TXN_3312690,Cookie,Dessert,3,1,3.00,Low,"Credit Card",Electronic,In-store,2023-03-01,March,Wednesday,Weekday
6948,TXN_2667131,Sandwich,Food,2,4,8.00,Medium,"Credit Card",Electronic,Takeaway,2023-10-10,October,Tuesday,Weekday
6949,TXN_4131020,Sandwich,Food,2,4,8.00,Medium,"Credit Card",Electronic,Unknown,2023-06-15,June,Thursday,Weekday
6950,TXN_3439155,Salad,Food,3,5,15.00,High,Unknown,Unknown,Takeaway,2023-07-30,July,Sunday,Weekend
6952,TXN_5536056,Smoothie,Drink,3,4,12.00,Medium,"Digital Wallet",Electronic,Takeaway,2023-12-22,December,Friday,Weekday
6953,TXN_3462602,Cake,Dessert,3,3,9.00,Medium,"Credit Card",Electronic,In-store,2023-08-27,August,Sunday,Weekend
6954,TXN_5564198,Cake,Dessert,4,3,12.00,Medium,Cash,Cash,Unknown,2023-06-06,June,Tuesday,Weekday
6955,TXN_8687088,Cookie,Dessert,2,1,2.00,Low,"Credit Card",Electronic,In-store,2023-05-11,May,Thursday,Weekday
6956,TXN_3846628,Juice,Drink,1,3,3.00,Low,Unknown,Unknown,Takeaway,2023-10-16,October,Monday,Weekday
6957,TXN_1149624,Cake,Dessert,3,3,9.00,Medium,Unknown,Unknown,Unknown,2023-09-14,September,Thursday,Weekday
6958,TXN_3446643,Smoothie,Drink,1,4,4.00,Low,Unknown,Unknown,Unknown,2023-06-01,June,Thursday,Weekday
6959,TXN_3440487,Unknown,Unknown,5,2,10.00,Medium,Cash,Cash,Unknown,2023-10-22,October,Sunday,Weekend
6960,TXN_9043894,Cake,Dessert,1,3,3.00,Low,"Digital Wallet",Electronic,Unknown,2023-07-28,July,Friday,Weekday
6961,TXN_9152120,Sandwich,Food,4,4,16.00,High,Cash,Cash,Takeaway,2023-03-28,March,Tuesday,Weekday
6962,TXN_1770073,Cookie,Dessert,2,1,2.00,Low,Unknown,Unknown,Takeaway,2023-12-03,December,Sunday,Weekend
6963,TXN_9618881,Coffee,Drink,5,2,10.00,Medium,Unknown,Unknown,Unknown,2023-02-15,February,Wednesday,Weekday
6964,TXN_3655950,Cookie,Dessert,1,1,1.00,Low,Unknown,Unknown,In-store,2023-11-25,November,Saturday,Weekend
6965,TXN_9018195,Cake,Dessert,5,3,15.00,High,Cash,Cash,Unknown,2023-10-07,October,Saturday,Weekend
6966,TXN_7328209,Sandwich,Food,3,4,12.00,Medium,"Credit Card",Electronic,Unknown,2023-03-01,March,Wednesday,Weekday
6967,TXN_5139074,Cake,Dessert,1,3,3.00,Low,"Digital Wallet",Electronic,Takeaway,2023-11-16,November,Thursday,Weekday
6968,TXN_4483585,Smoothie,Drink,5,4,20.00,High,Unknown,Unknown,Takeaway,2023-12-26,December,Tuesday,Weekday
6969,TXN_6697374,Smoothie,Drink,2,4,8.00,Medium,Unknown,Unknown,Unknown,2023-07-31,July,Monday,Weekday
6970,TXN_4252608,Juice,Drink,3,3,9.00,Medium,"Credit Card",Electronic,In-store,2023-08-23,August,Wednesday,Weekday
6971,TXN_2799785,Juice,Drink,1,3,3.00,Low,Cash,Cash,Unknown,2023-01-25,January,Wednesday,Weekday
6972,TXN_2332364,Cake,Dessert,2,3,6.00,Medium,"Credit Card",Electronic,Unknown,2023-08-10,August,Thursday,Weekday
6973,TXN_4366417,Sandwich,Food,3,4,12.00,Medium,Unknown,Unknown,Takeaway,2023-10-10,October,Tuesday,Weekday
